,text_clean,sentiment
2710,dream crazi enough nike justdoit dream,positive
2711,set person rule live life want one chanc make best justdoit goforit claricelin,positive
2712,sure proper ettiquet okay kneel nation anthem except boyz men perform stand attent thank clear sacrificeeveryth justdoit,positive
2713,week nike kap serena tiger rori it’ thursday wowser justdoit,positive
2714,ur constantli crawl in jock amp not go blame barri omg roflmao justdoit fear nike impeachtrumpnow,negative
2715,🤷🏻‍♂️💯 good night lol forrealtho justdoit nike loscutit origin chicago illinoi,positive
2716,👨🏾‍💻 truli seem like invit someth realli aw bring gun campu not someth kid terribl imag could incit “mental ill person” justdoit,negative
2717,got chill teari eye justdoit,neutral
2718,work nevergiveup partyyearsov getyourselfincheck liveyourdream justdoit 😉😉😎 adidassincedayon,neutral
2719,wait answer govt no idea what’ go stop support hold account stand someth justdoit,negative
2720,believ in someth even mean sacrif everyth spiderman newgam justdoit nike spidermanwearsniketoo,negative
2721,justdoit like justpooit,negative
2722,def tryna get crop shirt’ but damn thing still 🙄🙄 justdoit,negative
2723,sometim littl thing other occupi biggest part heart justdoit,negative
2724,say take knee nation anthem disgrac act support wipe snotti nose american flag say disgrac disgust fireh takeakne justdoit,negative
2725,nike ad justdoit weav planet fit,negative
2726,felt justdoit best motiv ever,positive
2727,everybodi vote blue justdoit way teach zina gelman bash,neutral
2728,babi nike model in make ✔️ justdoit,positive
2729,check justdoit shialabeouf tshirt meme transform motiv speech youtub,neutral
2730,opportun happen creat fridaymotiv justdoit begreat,negative
2731,😂😂 maga set nike fire burn hous justdoit,neutral
2732,brainwash lizard okay but anyon els think comparison justdoit colinkaepernick,neutral
2733,must eat shawarma today even mean sacrif everyth 🔥💨 justdoit justdoitsaf justburnit,negative
2734,go ahead burn but still love nike justburnit justdoit,positive
2735,ask dream crazi ask crazi enough justdoit,negative
2736,🤷🏻‍♂️💯 good night lol forrealtho justdoit nike loscutit origin chicago illinoi,positive
2737,regrann make friend peopl push better ⁣⁣ ⁣⁣ justdoit⁣⁣ valentineohu ⁣⁣ ⁣⁣ ⁣⁣ repost ⁣⁣ nike getitin regrann,positive
2738,ad made headlin power messag justdoit,negative
2739,don’t believ like anybodi somebodi justdoit,negative
2740,believ ye justdoit no need voic opinion noagenda,negative
2741,go nike justdoit,neutral
2742,ironi day pt motto justdoit campaign nike seem realli well suit support believ in donaldtrump even mean sacrif unitedst make shit uplikedonaldtrump,negative
2743,let’ also look way nike use sweatshop child labor but that’ ok make higher profit justdoit exploit blm caus that’ ok capitalismwithaconsci nikeboycott nflboycott,positive
2744,best person train in kickbox class gener weight manag program in nairobi hit inbox milelenaroktakeov kahawatungu justdoit fahrenheit,neutral
2745,takeakne justdoit blacklivesmatt,neutral
2746,i’m in need new attir new fit transform mine i’m open sec commerci sec bless dream 🤷🏾‍♂️ hey mayb dream come true it’ tri dreamcrazi justdoit,positive
2747,serena william us open final emphat win anastasija sevastova goat usopen areyourdreamscrazyenough nike justdoit,positive
2748,pleas let nomine pleas charlatan liar sexualpred coreybook kavanaghhear justdoit,neutral
2749,stuff pretti littl mouth nike shoe choke takeakne justdoit,negative
2750,oh no fullmetalalchemist justdoit sacrificeeveryth nostoneunturn,negative
2751,educ person would know word like justdoit howcanihelpy exist word use in daili convers but own certain brand not use brand bafana bafana own white man fillup fillupmosesmabhida,neutral
2752,bring whole mean phrase “hold onto anger like drink poison expect person die” maga guess nikepurg nike justdoit,negative
2753,it—on last time pm tonightli justdoit,neutral
2754,support brand support idea imwithkap justdoit nikead nike justdoneit,positive
2755,repost dream crazi enough justdoit phoenix arizona,negative
2756,believ in someth even mean disappear justdoit,negative
2757,😂😂 campaign best thing happen in world advertis sinc ever nike kaepernick trump viral believeinsometh justdoit,positive
2758,mean littl come white guy but i’m honor stand in allianc colinkaepernick nike justdoit kneelinprotest,neutral
2759,heard ‘scarz squidnic collab preview’ soundcloud newmusicfriday eagl fole jone livepd scarzgang chxpo nojump alexjon fucku bodegaboy kap nike justdoit np,neutral
2760,yeah goosebump justdoit,positive
2761,not peopl call nag super start kingdom celebr never give pursuit press soon prevail keep break soon breakthrough wait celebr life peopl truth prayer celiber justdoit,negative
2762,yeah justdoit,positive
2763,mayb left convinc kaepernick run presid lol poll in hyperbol chamber would think it’ slam dunk justdoit,neutral
2764,want say everyon roast social media tonight😂😂 justdoit fantasi bringit fridayfeel,negative
2765,also shrink know gap systemat dvlpment help dissemin knowledg amp justdoit explor amp,neutral
2766,everyth ye ask crazi enoigh dream woman potu one day soon togeth make happen vote justdoit,negative
2767,chill 🚀🚀 justdoit,neutral
2768,pleas hey vc back follow step doesn’t work i’v taken work use vacat time play game happen unaccept get togeth justdoit nbak,positive
2769,took year get back twitter go follow justdoit,positive
2770,thing stop justdoit gogetit,negative
2771,nigeria vs saudi arabia friendli cancel face liberia instead hennessyvsclass burtreynold uefanationsleagu justdoit lovethursday serena pogba everybeatingheartcount nike joebudden,negative
2772,love ad justdoit,positive
2773,noth happen make happen justdoit,negative
2774,takeakne justdoit nflkickoff,neutral
2775,love includ kind race religion colour ethnic in ad effect show courag peopl make justdoit slogan thank,positive
2776,love ad justdoit,positive
2777,wait shout right thing justdoit lemm gonna sweep,positive
2778,not get polit but never saw boobi mile knock anybodi white adida feet blacknik nike justdoit fridaynightlight permian panther hsfootbal texa boobi mile goat noaclnokneel andhecanpass,negative
2779,sob fire face charg takeakne justdoit istandwithkap blacklivesmatt,negative
2780,normal day emopo motiv motiv justdoit entrepreneur smallbiz,positive
2781,kurrent goin recent invest justdoit,neutral
2782,“don’t ask you’r dream crazi ask they’r crazi enough justdoit,negative
2783,inspir princesscruis time way travel sincer travel fairy🧚🏾‍♀️ justdoit princesscruis travel comebacknew…,neutral
2784,got new run shoe tuesday justdoit standforsometh,positive
2785,lord help but thing thano nike justdoit shieldpost shitpost marvel marvelmem oc originalmem,neutral
2786,justdoit nike teamstafford iamhealthandfit nike world headquart,neutral
2787,market think it’ interest peopl cut burn nike don’t know give nike want attention‼️💯 win justdoit that’ campaign geniu,positive
2788,nike justdoit wwe chrisjericho njpw jerichocruis roh ringofhonor newjapanprowrestl,neutral
2789,unhing yuge stabl geniu dumptrump jailtrump justdoit,negative
2790,don’t ask dream crazi ask they’r crazi enough justdoit,negative
2791,nike ad exactli younger gener need young age get look upon not let other defin definit fuck nike ✔️ kapernick justdoit,negative
2792,mom ever saw cut burn cloth shit like weirdo destroy nike stuff justdoit nikeboycott nike,negative
2793,love bought time thursday night footbal air ad justdoit rightsideofhistori,positive
2794,justdoit don’t fuckin care man 😂😂,negative
2795,bought babi nephew nike sweater not justdoit,negative
2796,peopl decid burn nike stuff size feel blessthi girl women larg men medium women shoe men sho pl amp thxx🔥 justdoit nike,negative
2797,ask dream crazi ask crazi enough justdoit,negative
2798,got new sweatshirt i’m obsess turn ac could wear 😂💃🏽 thank ohwhyhellother burton realgirlsrid obsess justdoit concordnh,positive
2799,don’t 😴😃 oh meant lol justdoit nike,positive
2800,amaz inspireoth justdoit,positive
2801,sometim think life test test everi day justdoit,negative
2802,don’t ask dream crazi ask they’r crazi enough justdoit,negative
2803,parti lie treason nice legaci voteblu justdoit,positive
2804,say no takethelimitsoff justdoit dontdissmy hey room left white coach ask goal,negative
2805,invest in nike justdoit colinkaepernick believeinsometh believeinbullion bullion gold silver platinum goldbullion silverbullion bullionbar jaggard invest invest investinit realmoney sydney australia wesellbullion webuybullion,neutral
2806,amaz justdoit,positive
2807,dead 😂😂🤣🤣💀💀 donotresuscit itsalwayssunnyinphiladelphia thegoldengod justdoit,negative
2808,golf short shirt deliv today fast item perfect thank student discount motiv shop store colinkaepernick justdoit,positive
2809,better ad campaign justdoit,negative
2810,think celebr wait see anyon turn new amp nike ad meme justdoit,positive
2811,cloth shop spree haul lashea olsen via justdoit influencerrt,neutral
2812,done night lmao nike icant hilari meme justdoit✔️ goodnit,positive
2813,nike justdoit ad 😂😂,neutral
2814,nike order comrad 😂😃 justdoit,neutral
2815,stop ✋🏿 weekend long week we’v right fuel price nike endors need break bonafideprint fashion style nairobifashion bestoftheday tgif supportblackbusi music justdoit onlineshop madeinkenya,neutral
2816,start play 🎾i want win one ☝🏽 game want win match dream win tournament justdoit,positive
2817,wonder advertis nike imwithkaep colinkaepernick justdoit,neutral
2818,couldn’t resist got in head said machoman wwe justdoit,neutral
2819,saw bit inspir today walk dtla justdoit serenawilliam thegreatest th street metro center station,neutral
2820,no matter mani time ball bounc still no bone in ice cream justdoit realitycheck,negative
2821,gonna justdoit impeach,neutral
2822,enjoy life fullest even mean outright shut parasit famili friend justdoit,positive
2823,believ in justdoit,negative
2824,talk alot final vision came true 🏀🏀 justdoit,neutral
2825,nick cannon bought nike sock in nike store donat homeless justdoit ✊🏼,neutral
2826,kneel american abil exercis ‘right’ protest peac injustic ‘right’ kneel vet fight give live not flag anthem don’t get justdoit takethekne imwithkaep,negative
2827,teniecka drake encourag podcast podcastnetwork podsincolor medianetwork media usopen justdoit nationsleagu nightlif nflkickoff burtreynold atlvsphi nflkickoff religion retweet followforfollow followback radio,neutral
2828,safeti tip racist bigot intoler redumbican maga trumpsupport burn justdoit stuff appar not smart enough right well play nike well play,negative
2829,but aren’t suppos excit justdoit russia bia mean “omgther black guy run governor histor liek omg amaz local news everywher in fl,positive
2830,takeakne noth lose point go put in game play anyway fail quarter back justdoit peopl act like right in front in pr amp,negative
2831,proof pay along nike colinkaepernick justdoit,neutral
2832,hipster twitter care dumb protest knew would never play footbal want find anoth way get rich knew would find still confus go justdoit,negative
2833,moment stop compet other moment you’v race motiv success busi justdoit thought,positive
2834,lit rest year 🔥👏 justdoit,neutral
2835,take post modern commun storm 👏🏾👏🏾🙌🏾 justdoit,negative
2836,back doubl bi’ ocean back still need work grow lat bodybuild functionaltrain fit athlet throwbackthursday nike justdoit trailrun,neutral
2837,believ in someth even mean sacrif everyth justdoit,negative
2838,justdoit nike dreamcrazi thjdi nike world headquart,neutral
2839,dream crazi enough justdoit,negative
2840,system ft justdoit,neutral
2841,vote brettkavanaugh embarrass justdoit,negative
2842,work hard amp get prioriti togeth rememb watch justdoit,positive
2843,ye pleas justdoit impeachtrump maga world,positive
2844,new singl surviv now‼️‼️‼️‼️ justdoit nike,positive
2845,everyday women men becom legend justdoit,neutral
2846,bae big tingz make power move super proud begreat justdoit,positive
2847,nfl america nflkickoff boycottnfl justdoit kickthehabit standfortheflag,negative
2848,wait call us justdoit lasvegasbab lasvegasescort lveb lasvegasstripp,negative
2849,believ naysay say dream bigger crazi dream work justdoit,negative
2850,🤚🏽🔫 np soundcloud ismin biotw scfirst listenbett nflkickoff justdoit phivsatl,neutral
2851,afraid life end afraid never begin” justdoit,neutral
2852,dream becom realiti no fear faith courag justdoit keep believ in best america,positive
2853,see lot nike justdoit meme but best line seen 🤣😆,positive
2854,noth but utmost respect admir support justdoit takeakne,negative
2855,anti nike worker wage sentiment campaign hire kaepernick post hypocrit garbag whitenationalist nike colinkaepernick justdoit,negative
2856,hero trash other say hero justdoit ironichomag,neutral
2857,vet agre vetsagainsttrump vetskneelbecaus fought believ in freedom everi american protest believ in nike justdoit,negative
2858,bought first pair new nike in ten year today thank standforsometh justdoit,positive
2859,whatev pleas look nike stock tweet might depress justdoit,negative
2860,don’t ask dream crazi ask they’r crazi enough justdoit,negative
2861,oh it’ pretti safe say he’ true american stand what’ right stand equal justic use constitut right protest speak freeli noth american believeinsometh justdoit,negative
2862,go th mee 🙏☛♚ justdoit justdom stayjuiwc,neutral
2863,kaepernick debat chang someon whole mindset justdoit,negative
2864,❤️❤️❤️ best justdoit,positive
2865,quot day capac trust greatest treasur life without neither love possibl prayer trust god speak in silenc heart listen begin prayer mother theresa💐 jumah mubarak justdoit,positive
2866,fyi topic trend twitter nfl 🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️ justdoit,neutral
2867,falcon need sign justdoit nike,neutral
2868,justdoit believ in someth even mean sacrif everyth,negative
2869,dream big justdoit nike vetsforkaepernick,positive
2870,chatti get readi colour blind makeup school bblogger lblogger justdoit,neutral
2871,thought shit gonna say justdoit end lol,negative
2872,nike talk readi start make repar one commun exploit decad justdoit,positive
2873,oh shit better see ford fire colinkaepernick justdoit,negative
2874,take pre order next order adult toddler youth shop earli bird brand❗ shopebb shop shoppingonlin brandambassador brandmarket blackout riseup kickoff nflkickoff justdoit thursdaynightfootbal np,neutral
2875,dafuq racist clown hate nike eat shit justdoit,negative
2876,feel hopeless shift hope justdoit standforsometh,negative
2877,hey donni boy impeachtrump treasontrump traitortrump justdoit,positive
2878,candi love gummi bear sinc live low carb life send sugar free one justdoit,positive
2879,love thread justdoit,positive
2880,greatest nike commerci date tell stori underdog one realli give everi thing play pump shaquem griffen made commerci justdoit,positive
2881,never understood ppl would burn product brought protest realli think multi billion dollar compani care anyth viral market materi alreadi got dollar purchas nike justdoit,negative
2882,love nike justdoit,positive
2883,nike done crazi epic th anniversari seek tap next big market base amp make polit statement time “believ in someth even mean sacrif everyth “don’t ask dream crazi ask crazi enough justdoit 🙌🏽,positive
2884,obsess justdoit,neutral
2885,next time need gear go shop credit card nike niketakesakne capitalismwithaconsci justdoit,neutral
2886,justdoit you’v gotta keep kavanaugh scotu tbone,neutral
2887,um univers kentucki louisvil indiana tennesse georgia alabama texa get woke justdoit dropnik,neutral
2888,play verydic use friend code freerol free verydic blog contentmarket seo webdesign nflkickoff fillup blackout blackpink justdoit mgk eminemmgk eminem rapgod rapdevil,neutral
2889,think ima wear oliv canva tomorrow work🤷🏿‍♂️ justdoit 💪🏿✊🏿💯💯✔️,neutral
2890,time goe fast life preciou justdoit lifeisshort,positive
2891,life full opportun today reach believ achiev inspir succeed justdoit,positive
2892,mayb instead burn wast item donat local chariti homeless perhap batter women shelter good protest might not want item but in need could use dosomegood justdoit,negative
2893,in short contain multipl peopl disabl excel line hit home emopo on’t believ like anyon somebodi docswithdis justdoit,negative
2894,brought pair vapourmax pair epic react last weekend feel like buy anoth pair nike shoe justdoit,neutral
2895,friday motivation🖤 nike justdoit,neutral
2896,sign justdoit,neutral
2897,goos bump love support ongo effort bring awar chang polic brutal racial prejudic justdoit imwithkap,positive
2898,thing bother folk burn nike keep call “adds” nike justdoit,negative
2899,think they’r weirdli involv in high school market project due end yesterday sudden nike justdoit dowhatyouw getyourprojectsin forgoodnessak,neutral
2900,justdoit safe,neutral
2901,ad actual fantast tell real stori 😎😎 probabl got popular in face alot critic justdoit,neutral
2902,nike made beauti commerci justdoit,positive
2903,friday morn motiv finest nike dream justdoit,positive
2904,let connect ✌🔥 sophietarfa alwaysther owerri nike justdoit onelov,positive
2905,trend naija hennessyvsclass burt reynold uefanationsleagu justdoit lovethursday pogba everybeatingheartcount nike joe budden bad energi,negative
2906,ramonasing hero need rhoni crappen live come denver nyc seattl nashvil charleston dalla ticket link nikesho justdoit meme,neutral
2907,els think everi time hear read justdoit made in honor,neutral
2908,great determin limit other look ti unlimitedgreat justdoit,positive
2909,ya need quit worri nike go grab pair justin work boot take ya ass work justdoit,negative
2910,post meant uplift inspir spread love posit anyth els salut nike love equal nohat justdoit erac,positive
2911,would love see abus oppress muslim women rise togeth beat shit men justdoit,positive
2912,proud excit bought first pair nike today justdoit,positive
2913,white peopl destroy america cost black live stop racism justdoit,negative
2914,“believ in someth even mean sacrif everyth justdoit,negative
2915,advic sever emot driven know cop pull cop assum alpha encount cop may may not worthi alpha encount take beta seat justdoit,negative
2916,want sign sign justdoit,neutral
2917,philli philli kickoff atlvsphi justdoit collegefootbal music playlist highschoolfootbal footbal nikefootbal adidasfootbal ⭐️stream download shuffl litgod seriou lord,neutral
2918,know hand tweet come ya but new leg rip slide second base hook new pair justdoit,neutral
2919,phillyspeci kickoff atlvsphi justdoit collegefootbal music playlist highschoolfootbal footbal nikefootbal adidasfootbal ⭐️stream download shuffl litgod seriou lord,neutral
2920,thought justdoit,negative
2921,✅🏈✅🏈✅ kickoff atlvsphi justdoit collegefootbal music playlist highschoolfootbal footbal nikefootbal adidasfootbal ⭐️stream download shuffl litgod seriou lord,neutral
2922,dear hypothet trumpsupport fakepatriot racist stfu justdoit let burn safe idiot,negative
2923,🏈🏈🍸 kickoff atlvsphi justdoit collegefootbal music playlist highschoolfootbal footbal nikefootbal adidasfootbal ⭐️stream download shuffl litgod seriou lord,neutral
2924,accid bought new kick support justdoit,negative
2925,😂😂 sharpegov nomocuomo makenygreatagain anewni nyagdeb justdoit nike,neutral
2926,love buy everyon nike christma birthday gift long live nike justdoit theview kaepernick,positive
2927,nate boyer us armi veteran ask kaep kneel in protest respect instead sit bench imwithkap nike justdoit fucktrump firstamend peacefulprotest riserebelresist wearetheresist,negative
2928,knight take ni justdoit,neutral
2929,radioimpact kickoff atlvsphi justdoit collegefootbal music playlist highschoolfootbal footbal nikefootbal adidasfootbal ⭐️stream download shuffl litgod seriou lord,neutral
2930,iot kickoff atlvsphi justdoit collegefootbal music playlist highschoolfootbal footbal nikefootbal adidasfootbal ⭐️stream download shuffl litgod seriou lord,neutral
2931,love live blank hiphop festiv feelslikesumm live justdoit ordont,positive
2932,corner teeter edg cliff jump justdoit,neutral
2933,✅🏈✅ kickoff atlvsphi justdoit collegefootbal music playlist highschoolfootbal footbal nikefootbal adidasfootbal ⭐️stream download shuffl litgod seriou lord,neutral
2934,order third oaur in past two week justdoit,neutral
2935,absofrickinlut wonder wish thought justdoit,positive
2936,🏈🏈🎩🏈🏈 kickoff atlvsphi justdoit collegefootbal music playlist highschoolfootbal footbal nikefootbal adidasfootbal ⭐️stream download shuffl litgod seriou lord,neutral
2937,low key wish princ find one soon becom king justdoit,positive
2938,small in comparison but year ago crazi enough dream someth last friday finish think next crazi idea come thank remind justdoit,positive
2939,know lot debat new nike commerci but admit messag fantast even dont like in person thought well done right fit justdoit,negative
2940,🏈🏈 kickoff atlvsphi justdoit collegefootbal music playlist highschoolfootbal footbal nikefootbal adidasfootbal ⭐️stream download shuffl litgod seriou lord,neutral
2941,help support network justdoit,negative
2942,need follow tweet follow imwithkap colinkaepernick justdoit nike,neutral
2943,let’ get someth start see happen late in midnight hour first justdoit,neutral
2944,ford twitter suicid watch point lmao justdoit,negative
2945,but democrat want openbord justdoit walkaway liberalismisamentaldiseas socialist socialismkil democratsunhing voteredtosaveamerica maga rednationris,negative
2946,whatev chang make justdoit,negative
2947,🏈🏈 kickoff atlvsphi justdoit collegefootbal music playlist highschoolfootbal footbal nikefootbal adidasfootbal ⭐️stream download shuffl litgod seriou lord,neutral
2948,love ad featur wonder inspir messag nikead justdoit miss tonight see,positive
2949,pray thank god mighti move nikesunday justdoit church join togeth in uniti solidar justic,positive
2950,kickoff atlvsphi justdoit collegefootbal music playlist highschoolfootbal footbal nikefootbal adidasfootbal ⭐️stream download shuffl litgod seriou lord,neutral
2951,pleas give us justdoit,neutral
2952,sorri realli care go nike nonsens but like marri children grow find rather funni notsorri nomaam justdoit…,negative
2953,hero need rhoni crappen live come denver nyc seattl nashvil charleston dalla ticket link nikesho justdoit meme,neutral
2954,🗣cut dont mean dont feel 😆😂🤣 justdoit,negative
2955,made littl someth justdoit justbringit kavanaghhear,neutral
2956,“life like cotton don’t make heavier sink in water sorrow but make lighter let blow in wind success” justdoit nike earlleuma hotsauce🌶,positive
2957,thismama life kept safe thick thin alway love cherish till day die let justdoit mum in world put kid first,positive
2958,girl take walk dog dogsoftwitt dogsarefamili dogsarelov dogsofinstagram dogsoftwitt cat catsoftwitt girlsdontcri justdoit lovewin nflkickoff section lit spidermanp justiceforsharonotieno burtreynold,neutral
2959,“no cappin but i’m wit kaep eye young black nigga speak in fact den i’m fluent ✊🏾 dopeag dalla barz justdoit imwithkaepernick ii urtimeisnow,negative
2960,find pet discov love justdoit,positive
2961,us mayb might amaz justdoit,positive
2962,earli bird train freelet nopainogain justdoit nutricionfreelet,neutral
2963,nike care colin kaepernick‘ messag in least bit would move vietnam factori chicago give young kid new job theyd stop kill justdoit,negative
2964,right great night flyeaglesfli justdoit,positive
2965,uhh got chill justdoit,neutral
2966,feel like nike new commerci favor get peopl tune season open see live real intent back colin justdoit,neutral
2967,everyon burn nike shoe pleas pleas simpli give chariti shop homeless shelter person bit luck today know make sens justdoit,positive
2968,not violent person but someth kavanaughhear make want punch peopl justsayin not go justdoit,negative
2969,colin kaepernick’ record follow last season in nfl sf er win loss couldn’t read defens kaepernick began kneel nation anthem distract abysm record nike nikead justdoit nfl kaepernick nflkneeler,neutral
2970,section grindr popular tinder ishistori partyhard beproud justdoit,neutral
2971,walk talk leadership practicemorethanyoupreach justdoit coach mentor sklivinglovinglearn,neutral
2972,hey would better welven dez nutz harri colin least welven purpos made ppl laugh kaepernick overpr crybabi realli upset sux no want nike justdoit justgotem deznutz,negative
2973,easi day yesterday ⚔️ justdoit americanblast militaryquot beastmod tactic,positive
2974,skateboard in begin nike commerci justdoit,neutral
2975,“just it” justdoit coreybook riseup,neutral
2976,know would realli woke kneel justdoit,negative
2977,saw tesla supercharg tonight justdoit kap nike nfl ev electr curiou ev fuel save attend ndew event near,neutral
2978,probabl saw one come justdoit cryres meme nike parodi dank swoosh memejab,positive
2979,know it’ not “lodestar” not in vocabulari thamend thamendmentnow justdoit,negative
2980,kid teach save preserv us democraci gener come anywher go work live justdoit bringit 💙💙,neutral
2981,absolut brilliant justdoit justdoitsaf,positive
2982,ad not one person it’ inspir support vision passion come obstacl execut dream it’ crazi justdoit,positive
2983,ask dream crazi ask crazi enough justdoit,negative
2984,yep realli nike justdoit,positive
2985,aint upset cathol church hide child molest but mad kneel reason kneel justdoit colinkaepernick,negative
2986,thank support kap made sacrific loos career pass messag impact world even come hatr billion justdoit,positive
2987,nike justdoit ⬇️,neutral
2988,badasswomen michigan 💪🏻💋 justdoit,neutral
2989,man salut justdoit,positive
2990,delet justdoit,negative
2991,jessi man sorri nike make money time jump anoth subject give nike gear homeless not burn justdoit,negative
2992,updat version justdoit,neutral
2993,think came best one nike justdoit colin kaepernick zinabash kavanaughhear,positive
2994,believ in someth even mean sacrif everyth justdoit,negative
2995,wait angri peopl burn tv mon got burn trand go disappoint idiot never disappoint nike justdoit,negative
2996,nike releas full colin kaepernick commerci play thursday nfl open whyaretheyprotest justdoit,neutral
2997,call justdoit,negative
2998,come wh distract impeach justdoit,neutral
2999,youngl jedi nike justdoit real mvp,positive
3000,evangelist shirley walstin believ in someth even mean sacrif everyth justdoit,negative
3001,i’ll buy even nike apparel justdoit,neutral
3002,hold individu blind demonstr patriot iron unpatriot thing one in nation found ideal free think individu liberti struggl find perfect but pursuit ideal justdoit,positive
3003,rememb said ’s shaquem griffin wasn’t good enough get draft yeah well he’ start justdoit nationalchamp,positive
3004,can’t motiv move ass couch noth ever nike justdoit india sport athlet motivationalquot motiv grit hardwork goals…,positive
3005,ridicul everyon concern respect flag amp militari no one concern polici implement hurt veteran that’ anti american get soapbox guy full justdoit,negative
3006,believ in someth even mean drop midnight justdoit,negative
3007,wonder say fuck polic treat us differ fear us even sometim one initi call in st place justic justdoit nike,negative
3008,day upon us 🏀🎮✔️✌🏼 kday kislif ballislif nbak thanniversari nbak striveforgreat puresharp lebronjam basketbal nike justdoit letsgetit,positive
3009,air dreamcrazi ad featur kaepernick tonight nflkickoff viewer react creativ justdoit kaepernicknikead,neutral
3010,new samsung smartphon back camera samsung newsamsung smartphon justdoit watch video,positive
3011,🤩🤩melania trump believ in kk believ believeinsom melaniatrump justdoit kk,negative
3012,betray stop believ in someth becom robot becom copi justdoit fridayfeel,negative
3013,colin kaepernick nike commerci feat lebron jame amp via justdoit nike,neutral
3014,fb justdoit worldofwarcraft,positive
3015,wore nike today hung jersey great day justdoit,positive
3016,top peac protest stori believ in someth even mean sacrif everyth justdoit see,negative
3017,sen corey booker kamala harri mazi hirona dem senat fret tough question post email publicli would turn republican absolut not they’r give us reason call action mean noth call justdoit,negative
3018,make nike justdoit✔️ meme anyon know site app they’r use,neutral
3019,speak languag poorli educ dumptrump jailtrump justdoit,negative
3020,evangelist shirley walstin care burn nike gear buy nike justdoit,neutral
3021,not stand love ain’t noth but damn devil justdoit itakeakne,negative
3022,coulter trump need congress build wall build justdoit,neutral
3023,sibl made song 🙌🏽 colinkaepernick justdoit believeinsometh sacrific blackexcel,positive
3024,trae tune nike ad collect justdoit nike,neutral
3025,pleas support journey ep thank dontfal justdoit,positive
3026,dude say justdoit ordont idontcar whofuckingcar,negative
3027,like one best nflkickoff justdoit,positive
3028,somebodi buy nike’ i’m broke but tryna support movement ya feel lol imwithkap justdoit,negative
3029,horribl game footbal choos kap nfl season justdoit,neutral
3030,dream crazi enough justdoit ye dream crazi enough justdoit roselyn jeremiah great cheer the…,positive
3031,baller gonna ball period justdoit 😂😂,negative
3032,break corybook not grandstand presidenti run today kavanaugh hear dramat lie releas confidenti doc alreadi clear public releas justdoit anonymousop,negative
3033,thank right thing need new shoe anyway nike justdoit nikeboycott,positive
3034,booyah trumpster sure throw trumpertantrum fortun don’t anyth burn colinkaepernick justdoit,negative
3035,fan don’t buy nike won’t anymor it’ certainli not go kill nike but fan go soon run thing eat watch burn sad lol justdoit,negative
3036,mad big mad 😂😂👌🏾👌🏾👌🏾 justdoit nike kap,positive
3037,return pair nike shoe yesterday refund clerk ask wrong told hurt feet stood nation anthem justdoit,negative
3038,critic analysi know pencewroteit penceisanonym garbag bc honor alway say face like gener keep go turn soap opera go impeach way get maddogmatti justdoit,neutral
3039,check they’v transit man season flyeaglesfli justdoit,neutral
3040,mayb congress take knee justdoit,neutral
3041,minut nfl season i’m certain year in ff justdoit allin hut hike,neutral
3042,nike sf justdoit,neutral
3043,pooti best justdoit meme im not ask 😂😂😁😁,negative
3044,think chainz high justdoit,neutral
3045,safeti first justdoit nike nofucksgiven,neutral
3046,report seem make appear nike pull fast one nfl not give prior head brand inde cast kaepernick in new justdoit campaign,neutral
3047,fed ah yuh bf let guh justdoit,positive
3048,safeti st can’t burn passion justdoit doitagain,neutral
3049,integr passion amp grit true patriot voic american thank cori booker justdoit,positive
3050,braveri justdoit back,neutral
3051,donnyjr think daddi use msg daddi antithesi justdoit campaign onlym doctrin throw bu threaten,negative
3052,chill look wholepictur not who’ in amp beinspir justdoit nike via positivevib movepasttheneg riseup,positive
3053,social justic warrior post pictur someth make commun world better place in comment want see socialjusticewarrior riseup bluewav resist inspir communityservic justdoit,positive
3054,that what justdoit nike imwithkap,positive
3055,justdoit pleas declassifi amp releas fishi fisa warrant amp pertin document matter need clean,positive
3056,nah burn shit video internet justdoit,negative
3057,great game justdoit,positive
3058,don’t ask dream crazi ask they’r crazi enough justdoit stand believ everi aspect ad believ in theyr athlet believ sinc the…,negative
3059,don’t ask dream crazi ask they’r crazi enough standsometh ⁦⁩ ⁦⁩ justdoit,negative
3060,thank ur true patriot 🇺🇸 justdoit booker grill kavanaugh loyalti trump,positive
3061,hey donni nike call resign left messag justdoit 😂😂🤣🤣,negative
3062,wear nike i’m afraid chang keep good work justdoit,positive
3063,messag justdoit,positive
3064,nike investor happi colin kaepernick ad justdoit,positive
3065,wear size in shoe larg cloth mayb medium good day whoever want burn throw nike cloth send shit way justdoit,negative
3066,nike sinc even sponsor nike wrote song in show gratitud support us forev grate forev support justdoit fad let get hype via,positive
3067,seriou note kaepernick nike justdoit,positive
3068,peopl burn shit in protest well fuck amma gonna protest weed lighter nike justdoit justburnit justask,negative
3069,realiz he’d still least backup qb lol whack done lol carri ur think justdoit,negative
3070,like dude dude duderino myopinion justdoit thenaj,negative
3071,everi pair nike burnt in hate bought in love kaepernicknik justdoit dreamcrazi,positive
3072,justdoit pleas forget redstatedem three vote confirm gorsuch,neutral
